announce_date,number_of_suspected_case_repoted_to_cdc,number_of_excluded_cases,number_of_abroad_positive_cases,number_of_local_positive_cases,number_of_positive_cases_from_panshi_ship,number_of_unknown_positive_cases,dead,recovery,hospital_quarantine_reported,note,reference
2021-07-19,1778511.0,1761879.0,1235.0,14141.0,36.0,15.0,769.0,,,"指揮中心統計，累計1,778,511例新型冠狀病毒肺炎相關通報(含1,761,879例排除)，其中15,429例確診，分別為1,235例境外移入，14,141例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計106例移除為空號。2020年起累計769例COVID-19死亡病例，其中761例本土，個案居住縣市分布為新北市382例、臺北市291例、基隆市27例、桃園市23例、彰化縣13例、新竹縣10例、臺中市4例、苗栗縣3例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣、南投縣及高雄市各1例；另8例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/au9qBuU-ft4ueA56WlXGPQ?typeid=9
2021-07-18,1765532.0,1747814.0,1229.0,14126.0,36.0,15.0,768.0,,,"指揮中心統計，截至目前國內累計1,765,532例新型冠狀病毒肺炎相關通報(含1,747,814例排除)，其中15,408例確診，分別為1,229例境外移入，14,126例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計106例移除為空號。2020年起累計768例COVID-19死亡病例，其中760例本土，個案居住縣市分布為新北市382例、臺北市291例、基隆市26例、桃園市23例、彰化縣13例、新竹縣10例、臺中市4例、苗栗縣3例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣、南投縣及高雄市各1例；另8例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/dgODsBkc6rgudVfEtONAyg?typeid=9
2021-07-17,1747750.0,1730746.0,1226.0,14111.0,36.0,15.0,764.0,,,"指揮中心統計，截至目前國內累計1,747,750例新型冠狀病毒肺炎相關通報(含1,730,746例排除)，其中15,390例確診，分別為1,226例境外移入(原1例本土病例案15425疫調後改為美國境外移入)，14,111例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；無新增空號病例，累計106例移除為空號。2020年起累計764例COVID-19死亡病例，其中756例本土，個案居住縣市分布為新北市380例、臺北市289例、基隆市26例、桃園市23例、彰化縣13例、新竹縣10例、臺中市4例、苗栗縣3例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣、南投縣及高雄市各1例；另8例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/DWFR-QOhHCu41HVXYRXAVA?typeid=9
2021-07-16,1727787.0,1710974.0,1221.0,14104.0,36.0,15.0,736.0,,,"指揮中心統計，截至目前國內累計1,727,787例新型冠狀病毒肺炎相關通報(含1,710,974例排除)，其中15,378例確診，分別為1,221例境外移入，14,104例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計106例移除為空號。2020年起累計763例COVID-19死亡病例，其中755例本土，個案居住縣市分布為新北市379例、臺北市289例、基隆市26例、桃園市23例、彰化縣13例、新竹縣10例、臺中市4例、苗栗縣3例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣、南投縣及高雄市各1例；另8例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/B34H9oWmz6AnDmYSsCIHHg?typeid=9
2021-07-15,1707362.0,1690141.0,1218.0,14075.0,36.0,15.0,759.0,,,"指揮中心統計，截至目前國內累計1,707,362例新型冠狀病毒肺炎相關通報(含1,690,141例排除)，其中15,346例確診，分別為1,218例境外移入，14,075例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計106例移除為空號。2020年起累計759例COVID-19死亡病例，其中751例本土，個案居住縣市分布為新北市377例、臺北市288例、基隆市26例、桃園市22例、彰化縣13例、新竹縣10例、臺中市4例、苗栗縣3例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣、南投縣及高雄市各1例；另8例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/Ppvh82lbGAf4mdyYY3JanQ?typeid=9
2021-07-14,1686311.0,1669801.0,1214.0,14061.0,36.0,15.0,735.0,,,"指揮中心統計，截至目前國內累計1,686,311例新型冠狀病毒肺炎相關通報(含1,669,801例排除)，其中15,328例確診，分別為1,214例境外移入，14,061例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；新增1例空號病例(案15282)，共累計106例移除為空號。2020年起累計753例COVID-19死亡病例，其中745例本土，個案居住縣市分布為新北市374例、臺北市287例、基隆市25例、桃園市21例、彰化縣13例、新竹縣10例、臺中市4例、苗栗縣3例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣、南投縣及高雄市各1例；另8例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/yZAmavXm44dCHkOMtcPprQ?typeid=9
2021-07-13,1661153.0,1644686.0,1204.0,14045.0,36.0,15.0,747.0,,,"指揮中心統計，截至目前國內累計1,661,153例新型冠狀病毒肺炎相關通報(含1,644,686例排除)，其中15,302例確診，分別為1,204例境外移入，14,045例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；確診個案中，累計105例移除為空號。2020年起累計747例COVID-19死亡病例，其中739例本土，個案居住縣市分布為新北市370例、臺北市286例、基隆市25例、桃園市21例、彰化縣13例、新竹縣10例、臺中市4例、宜蘭縣、苗栗縣及花蓮縣各2例，臺東縣、雲林縣、南投縣及高雄市各1例；另8例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/mdt2oCvvps_-TB8TSliKag?typeid=9
2021-07-12,1639921.0,1622834.0,1203.0,14017.0,36.0,15.0,741.0,,,"指揮中心統計，截至目前國內累計1,639,921例新型冠狀病毒肺炎相關通報(含1,622,834例排除)，其中15,273例確診，分別為1,203例境外移入，14,017例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；確診個案中，累計105例移除為空號。自2020年起累計741例COVID-19死亡病例，其中733例本土，個案居住縣市分布為新北市369例、臺北市283例、基隆市25例、桃園市21例、彰化縣12例、新竹縣9例、臺中市4例、宜蘭縣、苗栗縣及花蓮縣各2例，臺東縣、雲林縣、南投縣及高雄市各1例；另8例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/1FS11QWUMT5jcui6nxcIvw?typeid=9
2021-07-11,1625351.0,1608702.0,1202.0,13994.0,36.0,15.0,740.0,,,"指揮中心統計，截至目前國內累計1,625,351例新型冠狀病毒肺炎相關通報(含1,608,702例排除)，其中15,249例確診，分別為1,202例境外移入，13,994例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計105例移除為空號。自2020年起累計740例COVID-19死亡病例，其中732例本土，個案居住縣市分布為新北市368例、臺北市283例、基隆市25例、桃園市21例、彰化縣12例、新竹縣9例、臺中市4例、宜蘭縣、苗栗縣及花蓮縣各2例，臺東縣、雲林縣、南投縣及高雄市各1例；另8例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/IWGDujzOX0GnYxtf2TCw5Q?typeid=9
2021-07-10,1606389.0,1589769.0,1199.0,13966.0,36.0,15.0,736.0,,,"指揮中心統計，截至目前國內累計1,606,389例新型冠狀病毒肺炎相關通報(含1,589,769例排除)，其中15,218例確診，分別為1,199例境外移入，13,966例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；個案中累計105例移除為空號。自2020年起累計736例COVID-19死亡病例，其中728例本土，個案居住縣市分布為新北市368例、臺北市279例、基隆市25例、桃園市21例、彰化縣12例、新竹縣9例、臺中市4例、宜蘭縣、苗栗縣及花蓮縣各2例，臺東縣、雲林縣、南投縣及高雄市各1例；另8例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/1dFCXuBsiBFoOW0i9YDK9g?typeid=9
2021-07-09,1582844.0,1566436.0,1197.0,13935.0,36.0,15.0,730.0,,,"指揮中心統計，截至目前國內累計1,582,844例新型冠狀病毒肺炎相關通報(含1,566,436例排除)，其中15,185例確診，分別為1,197例境外移入，13,935例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計105例移除為空號。自2020年起累計730例COVID-19死亡病例，其中722例本土，個案居住縣市分布為新北市367例、臺北市277例、基隆市24例、桃園市21例、彰化縣12例、新竹縣8例、臺中市4例、宜蘭縣、苗栗縣及花蓮縣各2例，臺東縣、雲林縣及高雄市各1例；另8例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/RlZy77CwVu9UhVlsIbpnVg?typeid=9
2021-07-08,1541974.0,1525372.0,1193.0,13903.0,36.0,15.0,718.0,,,"指揮中心統計，截至目前國內累計1,541,974例新型冠狀病毒肺炎相關通報(含1,525,372例排除)，其中15,149例確診，分別為1,193例境外移入，13,903例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計105例移除為空號。自2020年起累計 718例COVID-19死亡病例，其中710例本土，個案居住縣市分布為新北市363例、臺北市272例、基隆市24例、桃園市20例、彰化縣12例、新竹縣7例、臺中市4例、宜蘭縣及花蓮縣各2例，苗栗縣、臺東縣、雲林縣及高雄市各1例；另8例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/h6gxof3idm6vTzGCwC7qJw?typeid=9
2021-07-07,1532252.0,1515985.0,1190.0,13885.0,36.0,15.0,715.0,,,"指揮中心統計，截至目前國內累計1,532,252例新型冠狀病毒肺炎相關通報(含1,515,985例排除)，其中15,128例確診，分別為1,190例境外移入，13,885例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；無新增空號病例，累計105例移除為空號。自2020年起累計累計715例COVID-19死亡病例，其中707例本土，個案居住縣市分布為新北市361例、臺北市271例、基隆市24例、桃園市20例、彰化縣12例、新竹縣7例、臺中市4例、宜蘭縣及花蓮縣各2例，苗栗縣、臺東縣、雲林縣及高雄市各1例；另8例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/2Rt1n0uftGTcpzceVxt5Zg?typeid=9
2021-07-06,1503584.0,1487019.0,1189.0,13846.0,36.0,15.0,706.0,,,"指揮中心統計，截至目前國內累計1,503,584例新型冠狀病毒肺炎相關通報(含1,487,019例排除)，其中15,088例確診，分別為1,189例境外移入，13,846例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另新增2例空號(案10180、案13124)，累計105例移除為空號。自2020年起累計706例COVID-19死亡病例，其中698例本土，個案居住縣市分布為新北市354例、臺北市269例、基隆市24例、桃園市20例、彰化縣12例、新竹縣7例、臺中市4例、宜蘭縣及花蓮縣各2例，苗栗縣、臺東縣、雲林縣及高雄市各1例；另8例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/UDshrp3kzpPt0FBWObobWQ?typeid=9
2021-07-05,1472827.0,1455971.0,1187.0,13821.0,36.0,15.0,689.0,,,"指揮中心統計，截至目前國內累計1,472,827例新型冠狀病毒肺炎相關通報(含1,455,971例排除)，其中15,061例確診，分別為1,187例境外移入(原7月4日公布之本土個案15109、15110 ，經疫調採檢後改判為境外移入)，13,821例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計103例移除為空號。自2020年起累計689例COVID-19死亡病例，其中681例本土，個案居住縣市分布為新北市349例、臺北市261例、基隆市22例、桃園市20例、彰化縣11例、新竹縣6例、臺中市4例、宜蘭縣及花蓮縣各2例，苗栗縣、臺東縣、雲林縣及高雄市各1例；另8例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/1MZ7DQZCr19SPEPOs9xKiw?typeid=9
2021-07-04,1459913.0,1442937.0,1182.0,13795.0,36.0,15.0,688.0,,,"指揮中心統計，截至目前國內累計1,459,913例新型冠狀病毒肺炎相關通報(含1,442,937例排除)，其中15,030例確診，分別為1,182例境外移入，13,795例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計103例移除為空號。自2020年起累計688例COVID-19死亡病例，其中680例本土，個案居住縣市分布為新北市349例、臺北市260例、基隆市22例、桃園市20例、彰化縣11例、新竹縣6例、臺中市4例、宜蘭縣及花蓮縣各2例，苗栗縣、臺東縣、雲林縣及高雄市各1例；另8例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/OlKSN2zbT7JgzxRvLS56dw?typeid=9
2021-07-03,1437283.0,1420997.0,1180.0,13758.0,36.0,15.0,686.0,,,"指揮中心統計，截至目前累計1,437,283例新型冠狀病毒肺炎相關通報(含1,420,997例排除)，其中14,991例確診，分別為1,180例境外移入，13,758例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計103例移除為空號。自2020年起累計686例COVID-19死亡病例，其中678例本土，個案居住縣市分布為新北市349例、臺北市259例、基隆市22例、桃園市20例、彰化縣11例、新竹縣5例、臺中市4例、宜蘭縣及花蓮縣各2例，苗栗縣、臺東縣、雲林縣及高雄市各1例；另8例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/75mzJEXQUlqOUK6jOkSFvw?typeid=9
2021-07-02,1411572.0,1395446.0,1176.0,13682.0,36.0,15.0,676.0,,,"指揮中心統計，截至目前國內累計1,411,572例新型冠狀病毒肺炎相關通報(含1,395,446例排除)，其中14,911例確診，分別為1,176例境外移入，13,682例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計103例移除為空號。自2020年起累計676例COVID-19死亡病例，其中668例本土，個案居住縣市分布為新北市343例、臺北市256例、基隆市21例、桃園市20例、彰化縣11例、新竹縣5例、臺中市4例、宜蘭縣及花蓮縣各2例，苗栗縣、臺東縣、雲林縣及高雄市各1例；另8例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/QdvjM3jxQOYglY2Gp2NgIQ?typeid=9
2021-07-01,1379630.0,1363405.0,1175.0,13625.0,36.0,15.0,661.0,,,"指揮中心統計，截至目前國內累計1,379,630例新型冠狀病毒肺炎相關通報(含1,363,405例排除)，其中14,853例確診，分別為1,175例境外移入，13,625例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另新增1例空號(案14795)，共累計103例移除為空號。自2020年起累計661例COVID-19死亡病例，其中653例本土，個案居住縣市分布為新北市334例、臺北市251例、基隆市21例、桃園市20例、彰化縣10例、新竹縣5例、臺中市4例、宜蘭縣及花蓮縣各2例，苗栗縣、臺東縣、雲林縣及高雄市各1例；另8例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/4V7Iv__GIhGG03D1ghBXOQ?typeid=9
2021-06-30,1347513.0,1331329.0,1172.0,13579.0,36.0,15.0,648.0,,,"指揮中心統計，截至目前國內累計1,347,513例新型冠狀病毒肺炎相關通報(含1,331,329例排除)，其中14,804例確診，分別為1,172例境外移入(原6月28日公布之本土個案14755，經疫調採檢後改判為境外移入)，13,579例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計102例移除為空號。自2020年起累計 648例COVID-19死亡病例，其中640例本土，個案居住縣市分布為新北市329例、臺北市246例、基隆市21例、桃園市18例、彰化縣10例、臺中市及新竹縣各4例、宜蘭縣及花蓮縣各2例，苗栗縣、臺東縣、雲林縣及高雄市各1例；另8例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/2_g7KcaGpuqcmjonS_tseQ?typeid=9
2021-06-29,1311961.0,1295813.0,1170.0,13525.0,36.0,15.0,643.0,,,"指揮中心統計，截至目前國內累計1,311,961例新型冠狀病毒肺炎相關通報(含1,295,813例排除)，其中14,748例確診，分別為1,170例境外移入，13,525例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；個案中累計102例移除為空號。自2020年起累計643例COVID-19死亡病例，其中635例本土，個案居住縣市分布為新北市325例、臺北市245例、基隆市21例、桃園市18例、彰化縣10例、臺中市及新竹縣各4例、宜蘭縣及花蓮縣各2例，苗栗縣、臺東縣、雲林縣及高雄市各1例；另8例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/1j8W3yYnAz6bFopxt7_Www?typeid=9
2021-06-28,1282057.0,1265704.0,1170.0,13471.0,36.0,15.0,635.0,,,"指揮中心統計，截至目前累計1,282,057例新型冠狀病毒肺炎相關通報(含1,265,704例排除)，其中14,694例確診，分別為1,170例境外移入，13,471例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計102例移除為空號。自2020年起累計635例COVID-19死亡病例，其中627例本土，個案居住縣市分布為新北市321例、臺北市243例、基隆市21例、桃園市17例、彰化縣10例、臺中市及新竹縣各4例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣及高雄市各1例；另8例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/yaxkF9NPpjDvDsdKXaitsQ?typeid=9
2021-06-27,1266904.0,1250863.0,1170.0,13411.0,36.0,15.0,632.0,,,"指揮中心統計，截至目前國內累計1,266,904例新型冠狀病毒肺炎相關通報(含1,250,863例排除)，其中14,634例確診，分別為1,170例境外移入，13,411例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計102例移除為空號。自2020年起累計632例COVID-19死亡病例，其中624例本土，個案居住縣市分布為新北市319例、臺北市243例、基隆市20例、桃園市17例、彰化縣10例、臺中市及新竹縣各4例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣及高雄市各1例；另8例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/CzOFlvhEpIoqdOEuGLOb8A?typeid=9
2021-06-26,1243683.0,1227748.0,1169.0,13323.0,36.0,15.0,623.0,,,"指揮中心統計，國內累計1,243,683例新型冠狀病毒肺炎相關通報(含1,227,748例排除)，其中14,545例確診，分別為1,169例境外移入，13,323例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；累計102例移除為空號。自2020年起累計623例COVID-19死亡病例，其中615例本土，個案居住縣市分布為新北市313例、臺北市241例、基隆市20例、桃園市17例、彰化縣9例、臺中市及新竹縣各4例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣及高雄市各1例；另8例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/Ve2G8PYEHCAhycgrH0Q1PQ?typeid=9
2021-06-25,1213717.0,1197732.0,1167.0,13245.0,36.0,15.0,610.0,,,"指揮中心統計，截至目前國內累計1,213,717例新型冠狀病毒肺炎相關通報(含1,197,732例排除)，其中14,465例確診，分別為1,167例境外移入，13,245例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計102例移除為空號。自2020年起累計610例COVID-19死亡病例，其中602例本土，個案居住縣市分布為新北市306例、臺北市238例、基隆市19例、桃園市16例、彰化縣9例、臺中市4例、新竹縣3例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣及高雄市各1例；另8例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/9pKIzKzZOpp4HocU3uCl6g?typeid=9
2021-06-24,1180033.0,1164226.0,1167.0,13169.0,36.0,15.0,605.0,,,"指揮中心統計，國內累計1,180,033例新型冠狀病毒肺炎相關通報(含1,164,226例排除)，其中14,389例確診，分別為1,167例境外移入，13,169例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另新增1例空號病例(案10029)，累計102例移除為空號。自2020年起累計605例COVID-19死亡病例，其中597例本土，個案居住縣市分布為新北市304例、臺北市237例、基隆市19例、桃園市15例、彰化縣9例、臺中市4例、宜蘭縣、新竹縣及花蓮縣各2例，臺東縣、雲林縣及高雄市各1例；另8例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/3A_GxvlYM4wkYEYTlozw6A?typeid=9
2021-06-23,1148916.0,1133240.0,1166.0,13041.0,36.0,15.0,599.0,,,"指揮中心統計，截至目前國內累計1,148,916例新型冠狀病毒肺炎相關通報(含1,133,240例排除)，其中14,260例確診，分別為1,166例境外移入，13,041例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；新增1例空號病例(案14228)，累計101例移除為空號；自2020年起累計599例COVID-19死亡病例，其中591例本土，個案居住縣市分布為新北市301例、臺北市235例、基隆市19例、桃園市15例、彰化縣9例、臺中市4例、宜蘭縣及新竹縣各2例，臺東縣、雲林縣、高雄市及花蓮縣各1例；另8例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/mDFLj0aLsQztMI7vnMSy1w?typeid=9
2021-06-22,1107543.0,1091972.0,1166.0,12938.0,36.0,15.0,575.0,,,"指揮中心統計，截至目前國內累計1,107,543例新型冠狀病毒肺炎相關通報(含1,091,972例排除)，其中14,157例確診，分別為1,166例境外移入，12,938例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；新增2例空號 (案10380、案14131)，累計100例移除為空號；自2020年起累計575例COVID-19死亡病例，其中568例本土，個案居住縣市分布為新北市291例、臺北市223例、基隆市18例、桃園市15例、彰化縣9例、臺中市4例、宜蘭縣及新竹縣各2例，臺東縣、雲林縣、高雄市及花蓮市各1例；另7例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/7IX7KD-nM2TmIYgml7lDWg?typeid=9
2021-06-21,1077415.0,1061624.0,1165.0,12862.0,36.0,15.0,569.0,,,"指揮中心統計，截至目前國內累計1,077,415例新型冠狀病毒肺炎相關通報(含1,061,624例排除)，其中14,080例確診，分別為1,165例境外移入，12,862例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；累計569例COVID-19死亡病例，其中562例本土，個案居住縣市分布為新北市289例、臺北市221例、基隆市18例、桃園市15例、彰化縣8例、臺中市4例、宜蘭縣及新竹縣各2例，臺東縣、雲林縣及高雄市各1例；另7例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/Lby0PKwYfroFHd13wPbOdg?typeid=9
2021-06-20,1063890.0,1048326.0,1165.0,12787.0,36.0,15.0,549.0,,,"指揮中心統計，截至目前國內累計1,063,890例新型冠狀病毒肺炎相關通報(含1,048,326例排除)，其中14,005例確診，分別為1,165例境外移入，12,787例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中，另累計98例移除為空號。自2020年起累計549例COVID-19死亡病例，其中542例本土，個案居住縣市分布為新北市274例、臺北市217例、基隆市17例、桃園市15例、彰化縣8例、臺中市4例、宜蘭縣及新竹縣各2例，臺東縣、雲林縣及高雄市各1例；另7例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/8QrfZwt787Bjeoh31UZztg?typeid=9
2021-06-19,1044211.0,1028898.0,1163.0,12680.0,36.0,15.0,538.0,,,"指揮中心統計，截至目前國內累計1,044,211例新型冠狀病毒肺炎相關通報(含1,028,898例排除)，其中13,896例確診，分別為1,163例境外移入，12,680例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另新增3例空號(案6822、案13764、案13800)，累計98例移除為空號。自2020年起累計538例COVID-19死亡病例，其中531例本土，個案居住縣市分布為新北市265例、臺北市215例、基隆市17例、桃園市15例、彰化縣8例、臺中市4例、宜蘭縣及新竹縣各2例，臺東縣、雲林縣及高雄市各1例；另7例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/u9SuLf-DGkfywEXISH7pIw?typeid=9
2021-06-18,1011097.0,993010.0,1162.0,12556.0,36.0,15.0,518.0,,,"指揮中心統計，截至目前國內累計1,011,097例新型冠狀病毒肺炎相關通報(含993,010例排除)，其中13,771例確診，分別為1,162例境外移入，12,556例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另新增1例空號(案13408)，累計95例移除為空號。自2020年起累計518例COVID-19死亡病例，其中511例本土，個案居住縣市分布為新北市255例、臺北市206例、基隆市17例、桃園市14例、彰化縣8例、臺中市4例、宜蘭縣及新竹縣各2例，臺東縣、雲林縣及高雄市各1例；另7例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/TAeqHS3g8G3Qbp3EGZkXSQ?typeid=9
2021-06-17,973215.0,951005.0,1161.0,12370.0,36.0,15.0,497.0,,,"指揮中心統計，截至目前國內累計973,215例新型冠狀病毒肺炎相關通報(含951,005例排除)，其中13,584例確診，分別為1,161例境外移入，12,370例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中，另累計94例移除為空號；確診個案中497例死亡。",https://www.cdc.gov.tw/Bulletin/Detail/3EaqopBnYL-XoDtMI8qQEA?typeid=9
2021-06-16,937150.0,914861.0,1161.0,12195.0,36.0,15.0,478.0,,,"指揮中心統計，截至目前國內累計937,150例新型冠狀病毒肺炎相關通報(含914,861例排除)，其中13,409例確診，分別為1,161例境外移入，12,195例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中，另新增2例空號 (案12511、12767)，累計94例移除為空號；確診個案中478例死亡。",https://www.cdc.gov.tw/Bulletin/Detail/-bdXbaKzQLCvX8s69vQWQA?typeid=9
2021-06-15,903676.0,881495.0,1158.0,12030.0,36.0,15.0,460.0,,,"指揮中心統計，截至目前國內累計903,676例新型冠狀病毒肺炎相關通報(含881,495例排除)，其中13,241例確診，分別為1,158例境外移入，12,030例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中，另累計92例移除為空號。確診個案中460例死亡。",https://www.cdc.gov.tw/Bulletin/Detail/DRnT39ZhmbVd21bWvHIEng?typeid=9
2021-06-14,886014.0,863703.0,1155.0,11898.0,36.0,15.0,452.0,,,"指揮中心統計，截至目前國內累計886,014例新型冠狀病毒肺炎相關通報(含863,703例排除)，其中13,106例確診，分別為1,155例境外移入，11,898例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中，另累計92例移除為空號。確診個案中452例死亡。",https://www.cdc.gov.tw/Bulletin/Detail/832w8RYL7puxozPKMoTSAg?typeid=9
2021-06-13,869247.0,846797.0,1155.0,11713.0,36.0,15.0,437.0,,,"指揮中心統計，累計869,247例新型冠狀病毒肺炎相關通報(含846,797例排除)，其中12,921例確診，分別為1,155例境外移入，11,713例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中，另累計92例移除為空號。確診個案中437例死亡。",https://www.cdc.gov.tw/Bulletin/Detail/iGXRaqo6rnJ0Gh9PFDovyg?typeid=9
2021-06-12,845113.0,821956.0,1154.0,11539.0,36.0,15.0,411.0,,,"指揮中心統計，累計845,113例新型冠狀病毒肺炎相關通報(含821,956例排除)，其中12,746例確診，分別為1,154例境外移入，11,539例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另新增5例空號 (案9332、10323、10337、10353、12078)，累計92例移除為空號。確診個案中411例死亡。",https://www.cdc.gov.tw/Bulletin/Detail/MHEOJlq75e2VYGkuBMGeJQ?typeid=9
2021-06-11,804931.0,781334.0,1153.0,11294.0,36.0,15.0,385.0,,,"指揮中心統計，累計804,931例新型冠狀病毒肺炎相關通報(含781,334例排除)，其中12,500例確診，分別為1,153例境外移入，11,294例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另新增9例空號 (案6616、9671、10339、10348、10350、10359、10452、11381、11865)，累計87例移除為空號。確診個案中385例死亡。",https://www.cdc.gov.tw/Bulletin/Detail/YCIJBF3p851kbsP5H1TZtw?typeid=9
2021-06-10,769990.0,746817.0,1152.0,11017.0,36.0,15.0,361.0,,,"指揮中心統計，累計769,990例新型冠狀病毒肺炎相關通報(含746,817例排除)，其中12,222例確診，分別為1,152例境外移入，11,017例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另新增12例空號 (案2550、2977、6445、7162、7379、9729、10340、10354、10355、10356、10524、11849)，累計78例移除為空號。確診個案中361例死亡。",https://www.cdc.gov.tw/Bulletin/Detail/lMHQW2_3wdE5B0rVqMdwKA?typeid=9
2021-06-09,739818.0,717016.0,1149.0,10766.0,36.0,15.0,333.0,,,"指揮中心統計，累計739,818例新型冠狀病毒肺炎相關通報(含717,016例排除)，其中11,968例確診，分別為1,149例境外移入，10,766例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另新增1例空號 (案11069)，累計66例移除為空號。確診個案中333例死亡。",
